0.5 0.0121603
0.25 0.00306872
0.125 0.000769049
0.0625 0.000192553
0.03125 4.80711e-05
0.015625 1.08778e-05
0.0078125 3.24845e-06
0.00390625 3.24845e-06
0.00195312 1.20103e-05
0.000976562 1.20103e-05
0.000488281 1.20103e-05
0.000244141 1.20103e-05
0.00012207 0.000134081
6.10352e-05 0.00011006
3.05176e-05 0.000378221
1.52588e-05 0.000598341
7.62939e-06 0.00255147
3.8147e-06 0.00645772
1.90735e-06 0.00135478
9.53674e-07 0.0142702
4.76837e-07 0.0169798
2.38419e-07 0.0794798
1.19209e-07 0.0455202
5.96046e-08 0.20448
2.98023e-08 0.70448
1.49012e-08 0.29552
7.45058e-09 0.29552
3.72529e-09 0.29552
1.86265e-09 0.29552
9.31323e-10 0.29552
4.65661e-10 0.29552
2.32831e-10 0.29552
1.16415e-10 0.29552
5.82077e-11 0.29552
2.91038e-11 0.29552
1.45519e-11 0.29552
7.27596e-12 0.29552
3.63798e-12 0.29552
1.81899e-12 0.29552
9.09495e-13 0.29552
4.54747e-13 0.29552
2.27374e-13 0.29552
1.13687e-13 0.29552
5.68434e-14 0.29552
2.84217e-14 0.29552
1.42109e-14 0.29552
7.10543e-15 0.29552
3.55271e-15 0.29552
1.77636e-15 0.29552
8.88178e-16 0.29552
